id,player_name,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,position,team_title,npg,npxG,xGChain,xGBuildup
8260,Erling Haaland,31,2581,27,31.65399668365717,5,4.7517555598169565,122,29,1,0,F S,Manchester City,20,25.564646281301975,30.19725350290537,3.128645434975624
8497,Cole Palmer,34,2640,22,17.83224501274526,11,11.869294486939909,108,72,7,0,F M S,"Chelsea,Manchester City",13,10.981725485995412,31.036520244553685,15.302413104102015
5232,Alexander Isak,30,2305,21,22.07426631450653,2,3.652040131390095,78,27,1,0,F S,Newcastle United,16,17.507253035902977,24.041151970624924,5.754798140376806
1679,Dominic Solanke,38,3346,19,21.40683087334037,3,3.5437498800456524,109,39,3,0,F S,Bournemouth,17,19.12332433462143,22.5880119279027,4.080137750133872
6055,Phil Foden,35,2895,19,11.307983005419374,8,8.51623285189271,105,73,2,0,F M S,Manchester City,19,11.307983005419374,30.41696721315384,16.99899828247726
8865,Ollie Watkins,37,3250,19,19.26459836959839,13,7.745744535699487,106,45,4,0,F,Aston Villa,19,19.26459836959839,29.22941774129868,5.899641819298267
1250,Mohamed Salah,32,2556,18,21.94127439334989,10,12.332044444978235,114,66,2,0,F S,Liverpool,13,16.613166783005,31.87509580329061,8.363566914573312
453,Son Heung-Min,35,2989,17,12.978620901703836,10,13.341020658612251,85,69,1,0,F M S,Tottenham,15,11.45628322660923,30.115575216710567,10.445971379056571
1776,Jarrod Bowen,34,3026,16,13.498636420816185,6,6.437707958742976,85,32,2,0,F M,West Ham,16,13.498636420816183,17.76942592486739,2.457054629921913
5735,Jean-Philippe Mateta,35,2303,16,12.290523625910282,5,3.52706278860569,46,32,3,0,F S,Crystal Palace,14,10.768185935914516,15.486321330070496,2.852151058614254
7322,Bukayo Saka,35,2990,16,16.807056225836277,8,11.325986489653587,107,89,4,0,F,Arsenal,10,12.240043208003044,30.35759701579809,13.228619534522297
4456,Chris Wood,31,1797,14,13.364272002130749,1,1.987032251432538,48,22,0,0,F S,Nottingham Forest,14,13.364272002130747,15.345352198928596,0.9163662036880852
10048,Nicolas Jackson,35,2818,14,19.860593939200044,5,5.2836981769651175,80,36,10,0,F M S,Chelsea,14,19.860593939200044,27.91725537180901,7.270463835448027
5220,Kai Havertz,37,2651,13,13.465729914605618,7,5.814370539039373,69,45,11,0,F M S,Arsenal,12,12.704561084508896,24.790123470127583,9.346141943708062
5786,Yoane Wissa,34,2556,12,11.16999962553382,3,3.828521143645048,67,29,7,0,F S,Brentford,12,11.16999962553382,16.368419870734215,4.587590790353715
7080,Matheus Cunha,32,2499,12,10.229120277799666,7,3.920058634132147,73,28,8,0,F M S,Wolverhampton Wanderers,11,9.467951440252364,12.98503801226616,2.336798165924847
7698,Leandro Trossard,34,1649,12,9.575767548754811,1,3.252073733136058,60,24,2,0,F M S,Arsenal,12,9.575767548754811,16.976479506120086,5.5028668232262135
8845,Hee-Chan Hwang,29,2154,12,8.681871520355344,3,3.1403315979987383,45,17,6,0,F M S,Wolverhampton Wanderers,11,7.920702653005719,12.023936153389512,2.623934909701348
6026,Richarlison,28,1511,11,9.619059151038527,4,1.9676255472004411,61,15,3,0,F M S,Tottenham,11,9.619059151038527,12.735109627246857,2.2886698860675097
8150,Anthony Gordon,35,2956,11,11.293779235333204,10,8.833045985549688,81,56,10,1,F M S,Newcastle United,10,10.53261036798358,26.570194900035855,11.442161984741688
8706,Eberechi Eze,27,2097,11,9.37310928851366,4,6.844833366572857,83,54,3,0,F M S,Crystal Palace,10,8.611940443515778,16.38165108114481,6.3479389026761055
10720,Darwin Núñez,36,2037,11,19.187851031310856,8,5.950456521473825,108,33,9,0,F S,Liverpool,11,18.42668213415891,25.07862750068307,5.313199203461409
10846,Julián Álvarez,36,2682,11,14.373571239411833,8,5.823111834935844,98,66,2,0,F M S,Manchester City,9,12.851233504712582,27.162230297923088,13.089299127459526
11717,Carlton Morris,38,2879,11,12.306741118431091,4,3.691950936801732,72,22,4,0,F M S,Luton,6,8.500896904617548,12.545526312664151,5.202579701319337
1228,Bruno Fernandes,35,3121,10,10.74626663699746,8,13.15852378681302,95,113,9,0,F M,Manchester United,6,6.940422397106886,22.69340828806162,12.64676270633936
5221,Leon Bailey,35,2112,10,6.4655649326741695,9,10.29915790259838,53,51,5,0,F M S,Aston Villa,10,6.4655649326741695,17.98974223807454,6.671372391283512
6854,Diogo Jota,21,1164,10,6.724682793021202,3,3.19649357162416,41,23,1,1,F S,Liverpool,10,6.724682793021202,12.289753511548042,5.313873592764139
9948,Michael Olise,19,1281,10,5.68741318397224,6,5.196664724498987,56,35,0,0,F M S,Crystal Palace,9,4.926244312897325,12.075153382495046,5.04660432972014
11055,Rasmus Højlund,30,2210,10,9.338883213698864,2,1.779460173100233,38,28,2,0,F S,Manchester United,10,9.338883213698864,11.463255237787962,2.9498381465673447
11718,Elijah Adebayo,27,1422,10,6.630781220272183,0,0.8136616554111242,31,14,1,0,F M S,Luton,10,6.630781220272183,8.281278105452657,1.9411640595644712
468,Callum Wilson,20,963,9,10.12450959533453,1,0.9339367430657148,35,8,3,0,F S,Newcastle United,7,8.602172024548054,10.547705547884108,1.8611295819282527
6122,Douglas Luiz,35,3043,9,7.572099968791008,5,5.288189608603716,48,53,12,0,M,Aston Villa,5,4.527424611151218,17.31126916781068,13.624405791983008
6552,Bryan Mbeumo,25,1954,9,9.158370908349752,6,5.14017678797245,53,32,2,0,F S,Brentford,6,6.874864336103201,15.155989956110716,6.123919734731317
8272,João Pedro,31,2026,9,11.918903339654207,3,5.4223863165825605,75,37,2,0,F M S,Brighton,5,8.113133335486054,17.548418318852782,7.590120053850114
10717,Rodrigo Muniz,26,1602,9,8.481916300952435,1,1.3883774541318417,72,16,1,0,F S,Fulham,9,8.481916300952435,9.755544383078814,2.1016076635569334
618,Raheem Sterling,31,1987,8,8.573790527880192,4,4.971372967585921,51,30,7,0,F M S,Chelsea,8,8.573790527880192,19.289956534281373,8.898095147684216
2496,Rodri,34,2967,8,4.294270480051637,9,5.32604681327939,62,50,8,1,M,Manchester City,8,4.294270480051637,31.6230084002018,26.291744768619537
2517,Martin Odegaard,35,3117,8,7.670226177200675,10,11.577396512031555,77,102,2,0,M,Arsenal,6,6.147925289347768,29.81505699455738,18.13802364096045
6456,Callum Hudson-Odoi,29,1844,8,3.01959465444088,1,3.0873287972062826,38,36,0,0,F M S,Nottingham Forest,8,3.01959465444088,12.357455093413591,6.948451370000839
6691,Dejan Kulusevski,36,2787,8,5.835474932566285,3,8.615606566891074,57,65,7,0,F M S,Tottenham,8,5.835474932566285,23.71713701635599,12.507268408313394
10408,Luis Díaz,37,2706,8,12.864595355466008,5,6.482230054214597,94,64,3,0,F S,Liverpool,8,12.864595355466008,24.42669267952442,10.309036564081907
11296,Cody Gakpo,35,1640,8,8.769219513982534,5,4.2288118079304695,66,25,1,0,F M S,Liverpool,8,8.769219513982534,17.55027423426509,6.47403072565794
11363,Antoine Semenyo,33,2141,8,6.423830641433597,2,3.799709178507328,70,29,7,0,M S,Bournemouth,8,6.423830641433597,15.41077795997262,5.712709335610271
12027,Mohammed Kudus,33,2490,8,5.177267018705607,6,3.5089522134512663,66,28,6,0,F M S,West Ham,8,5.1772670187056065,11.516938520595431,4.337017804384232
556,Marcus Rashford,33,2292,7,7.661536030471325,2,2.390108224004507,62,24,2,0,F M S,Manchester United,5,6.13919834792614,12.686340739950538,4.950286580249667
843,James Ward-Prowse,37,3025,7,5.63929136376828,7,8.108484361320734,44,64,4,0,M S,West Ham,5,4.116953688673675,11.991799759678544,7.065227452665567
1726,Abdoulaye Doucouré,32,2678,7,10.20444649644196,1,2.55271128565073,47,33,7,0,M,Everton,7,10.20444649644196,13.33745107613504,5.22493714094162
3697,Odsonne Edouard,30,1534,7,7.869511350989342,0,1.0359194399788976,51,18,4,0,F M S,Crystal Palace,7,7.869511350989342,8.31682275235653,2.1359799914062023
4105,Raúl Jiménez,24,1423,7,5.9900733437389135,0,1.6923745833337307,41,11,3,1,F S,Fulham,7,5.9900733437389135,7.9016893692314625,1.7369755171239376
5553,Declan Rice,38,3256,7,3.186093623749912,8,5.895036246627569,58,47,5,0,M S,Arsenal,7,3.186093623749912,19.678100544027984,16.131323732435703
5555,Dominic Calvert-Lewin,32,2234,7,13.627293583005669,2,3.068425781559199,73,19,2,0,F S,Everton,5,12.104955926537514,11.614983171224594,1.8352613244205715
5560,Scott McTominay,32,1861,7,6.777370238676667,1,1.0619673654437063,44,11,2,0,F M S,Manchester United,7,6.777370238676667,9.31455492042005,3.7229946237057447
6963,Justin Kluivert,32,2029,7,7.296913180500269,1,1.6692864689975977,56,21,5,0,M S,Bournemouth,7,7.296913180500269,11.757105719298124,4.571535241790116
8288,Tomas Soucek,37,2885,7,7.466816443949938,2,2.1494441609829664,42,20,7,0,M S,West Ham,7,7.466816443949938,12.123065176419914,6.039048316888511
8327,Bruno Guimarães,37,3292,7,4.978310074657202,8,7.888791332021356,48,62,8,0,M,Newcastle United,7,4.978310074657202,23.880530774593357,18.56961396895349
10552,Alejandro Garnacho,36,2601,7,9.865097627043724,4,5.915270071476698,100,46,4,0,M S,Manchester United,7,9.865097627043724,18.36983707919717,5.970016654580832
531,Michail Antonio,26,1775,6,6.025665767490864,2,1.559285182505846,30,9,6,0,F S,West Ham,6,6.025665767490864,8.23398894816637,2.5248712673783302
1736,Oliver McBurnie,21,1290,6,7.429724760353565,3,2.1915900241583586,33,12,3,2,F S,Sheffield United,4,5.907387010753155,6.99262013938278,2.891832641325891
3621,Neal Maupay,31,1381,6,7.23018298856914,3,2.382636667229235,42,16,8,0,F S,"Brentford,Everton",6,7.23018298856914,11.593444548547268,3.028178656473756
3635,Bernardo Silva,33,2599,6,4.0968160554766655,9,8.528519937768579,34,65,8,0,M S,Manchester City,6,4.0968160554766655,24.37213490717113,15.577253567054868
5355,Jacob Bruun Larsen,32,1272,6,5.2944221664220095,0,1.4546170141547918,44,25,1,0,F M S,Burnley,5,4.533253343775868,7.313723993487656,2.519299939274788
6556,Moussa Diaby,38,2233,6,6.457844961434603,8,8.6211255826056,54,46,1,0,F M S,Aston Villa,6,6.457844961434603,17.952719137072563,6.211081475019455
6827,Bobby Reid,33,1431,6,5.469232198782265,2,1.5773739200085402,33,17,4,0,F M S,Fulham,6,5.469232198782265,6.414783387444913,1.6770686488598583
7078,Sean Longstaff,35,2748,6,7.077314300462604,2,3.0185976549983025,41,20,7,0,M S,Newcastle United,6,7.077314300462604,17.2361901816912,9.9536661230959
7723,John McGinn,35,3053,6,4.672283694148064,4,5.626847393810749,40,45,9,1,M,Aston Villa,6,4.672283694148064,20.780676677823067,13.845141869038343
7752,Gabriel Martinelli,35,2056,6,7.119670176878572,4,5.322934284806252,58,46,1,0,F S,Arsenal,6,7.1196701768785715,16.80896869674325,6.638341135345399
7814,Taiwo Awoniyi,20,1066,6,5.060870740562677,3,1.6294344998896122,22,10,2,0,F S,Nottingham Forest,6,5.060870740562677,6.060688458383083,1.5500111253932118
10177,Evan Ferguson,27,1364,6,3.9660524409264326,0,0.6511713527143002,33,6,1,0,F S,Brighton,6,3.9660524409264326,6.868808541446924,2.484281620942056
11710,Simon Adingra,31,2256,6,5.096701676025987,1,3.30205356515944,52,33,3,0,D F M S,Brighton,6,5.096701676025987,13.104233894497156,6.308099476620555
11815,Ben Brereton Díaz,14,1134,6,6.060540288686752,1,1.6426486261188984,35,8,3,0,F M,Sheffield United,5,5.29937145113945,7.229928359389305,1.5459889732301235
500,Alex Iwobi,32,2398,5,5.662265548482537,2,4.8107705460861325,55,52,2,0,M S,"Everton,Fulham",5,5.662265548482537,16.545354936271906,8.541501207277179
501,Danny Welbeck,29,1723,5,6.242080001160502,1,2.18816620670259,40,22,4,0,F M S,Brighton,5,6.242080001160502,13.546813283115624,7.474573427811265
592,Ross Barkley,32,2627,5,4.483209175989032,4,4.823556295596063,66,43,6,0,M S,Luton,5,4.483209175989032,11.16435156017542,5.912003388628364
6482,Eddie Nketiah,27,1036,5,5.057408779859543,2,1.209644090384245,38,9,3,0,F S,Arsenal,5,5.057408779859543,5.851144388318062,0.9911122377961874
6681,Harvey Barnes,21,738,5,3.467865003272891,3,4.21071451343596,27,13,3,0,F M S,Newcastle United,5,3.467865003272891,9.07958210259676,2.550239199772477
6857,Morgan Gibbs-White,37,3177,5,6.069625414907932,10,9.522167706862092,71,74,9,0,F M S,Nottingham Forest,4,5.308456636965275,18.27287240326405,9.268674820661545
7218,Cristian Romero,33,2796,5,3.9851038865745063,0,0.3418706227093935,24,7,7,1,D,Tottenham,5,3.9851038865745068,17.811701461672783,16.453976824879646
7498,Lyle Foster,24,1938,5,5.608147136867046,3,1.4990256652235985,34,19,0,1,F M S,Burnley,5,5.608147136867046,8.676230592653155,2.611631980165839
8379,Alexis Mac Allister,33,2661,5,3.998983211815357,5,3.578091200441122,44,47,7,1,M S,Liverpool,4,3.237814389169216,22.71393956243992,18.186699956655502
9040,Conor Gallagher,37,3171,5,4.717563968151808,7,5.792711144313216,48,52,7,1,M,Chelsea,5,4.717563968151808,25.90884201787412,18.712417108938094
9524,Anthony Elanga,36,2430,5,6.7731207851320505,9,7.090984374284744,54,33,1,0,F M S,Nottingham Forest,5,6.7731207851320505,17.626320507377386,5.61586544662714
10760,Brennan Johnson,35,2350,5,12.170278270728886,10,7.638319082558155,53,46,3,0,F M S,"Nottingham Forest,Tottenham",5,12.170278270728886,21.61685962975025,3.084777120500803
11305,Mykhailo Mudryk,31,1563,5,5.111277528107166,2,3.8853818774223328,35,32,5,0,F M S,Chelsea,5,5.111277528107166,10.99068268481642,4.357236756011844
11357,Noni Madueke,23,1066,5,3.003602419048548,2,2.160680465400219,32,20,2,0,M S,Chelsea,4,2.2424335815012455,7.7808678727597,4.740718839690089
11366,Jhon Durán,23,394,5,1.9487376604229207,0,0.2149669798091054,20,4,5,0,F S,Aston Villa,5,1.9487376604229212,3.182466324418783,1.1166265159845352
11701,Zeki Amdouni,34,2025,5,6.100483123213053,1,1.494755046442151,49,16,2,0,F M S,Burnley,4,5.3393142856657505,7.888359908014536,2.6891510486602783
76,Fabian Schär,36,3057,4,2.679914410226047,1,1.2247396316379309,35,9,5,0,D S,Newcastle United,4,2.679914410226047,13.900441944599152,13.216225143522024
239,Pascal Groß,36,3107,4,6.07863125950098,10,8.449651076458395,55,101,6,0,D M S,Brighton,3,5.317462421953678,23.86568094044924,17.94647761248052
447,Kevin De Bruyne,18,1233,4,2.578734993934632,10,11.979073725640774,44,58,2,0,M S,Manchester City,4,2.5787349939346313,15.635810784995556,7.777100384235382
668,Idrissa Gueye,25,1930,4,1.66155200637877,0,1.0346810910850763,26,15,8,0,M S,Everton,4,1.6615520063787699,7.90418847836554,5.927652306854725
672,Jordan Ayew,35,2563,4,4.262499047443271,7,4.95881259907037,48,25,7,1,F M S,Crystal Palace,4,4.262499047443271,10.702397212386131,5.5203778790310025
700,Willian,31,2080,4,5.017656198702753,2,4.14518438372761,45,45,1,0,F M S,Fulham,2,3.495318523608148,13.592191327363253,9.297335214912891
998,Ivan Toney,17,1447,4,7.132677088491619,2,2.186188329011202,51,13,5,0,F S,Brentford,4,7.132677088491619,7.6502086371183395,1.1057295147329569
1299,Mario Lemina,35,3002,4,4.610754423774779,1,1.7865049708634615,48,20,10,1,M S,Wolverhampton Wanderers,4,4.610754423774779,8.971558410674334,6.0500337686389685
2199,Pablo Sarabia,30,1763,4,5.981299871578813,7,6.066077848896384,46,52,5,0,F M S,Wolverhampton Wanderers,2,4.458962256088853,10.232647370547056,3.582952373661101
5543,Gabriel Jesus,27,1496,4,7.291733928024769,5,4.235467437654734,55,28,6,0,F S,Arsenal,4,7.291733928024769,15.054804097861052,5.210432682186365
5596,Harry Wilson,35,1576,4,2.819539733231068,6,3.1505596097558737,39,22,6,0,F M S,Fulham,4,2.8195397332310677,7.545763581991196,3.50857000797987
6818,James Maddison,28,2206,4,6.2975962068885565,9,7.142374597489834,57,66,5,0,M S,Tottenham,4,6.2975962068885565,20.873470183461905,12.04095826484263
7298,Ben White,37,3024,4,2.015913512557745,4,4.758832193911076,13,38,8,0,D S,Arsenal,4,2.015913512557745,20.14929211512208,17.290449742227793
7365,Lucas Paquetá,31,2676,4,4.605092185549438,6,5.833031775429845,42,41,10,0,F M,West Ham,2,3.0827545104548335,13.320021394640207,7.106406299397349
7439,Tahith Chong,33,1978,4,3.5191842010244727,0,0.43756147287786,30,9,4,0,D F M S,Luton,4,3.5191842010244727,5.8977455431595445,3.575332073494792
8323,Josh Brownhill,33,2229,4,1.8306225752457976,2,1.8270882591605184,28,34,4,1,M S,Burnley,4,1.8306225752457976,6.495785586535931,4.306291623972356
9790,Josko Gvardiol,28,2335,4,3.0817854246124625,1,2.115578116849065,32,19,3,0,D S,Manchester City,4,3.0817854246124625,18.244669392704964,14.99465874582529
9912,Cameron Archer,30,1870,4,5.785084556788206,1,2.983854740858078,41,24,2,0,F M S,"Aston Villa,Sheffield United",4,5.785084556788206,9.17532782163471,1.594775709323585
10715,João Palhinha,33,2742,4,3.245512000285089,1,0.8451391234993935,44,12,13,0,M S,Fulham,4,3.245512000285089,11.165684594772756,9.492066229693592
10864,Marcos Senesi,31,2253,4,2.3658602572977543,5,1.8848512191325424,13,22,13,0,D S,Bournemouth,4,2.3658602572977543,8.664394936524332,7.699831395410001
11295,David Datro Fofana,15,876,4,4.029318623244762,1,1.4943999461829662,19,8,1,0,F S,Burnley,4,4.029318623244762,4.770294601097703,0.415885504335165
11719,Chiedozie Ogbene,30,1984,4,4.80650751106441,1,3.4691168274730444,35,27,1,0,D F M S,Luton,4,4.80650751106441,10.154046710580587,3.82931049913168
11839,Gustavo Hamer,36,2986,4,2.414116295985877,6,6.986010514199734,49,68,9,0,F M S,Sheffield United,4,2.4141162959858775,9.918377881404012,4.241241263225675
675,Jack Grealish,20,975,3,2.3835059702396397,1,2.7743227388709784,22,26,6,0,M S,Manchester City,3,2.3835059702396393,11.642571322619917,7.49614975694567
922,Andreas Pereira,37,2756,3,5.155889482237399,7,6.918029231950641,52,83,7,0,M S,Fulham,3,5.155889482237399,15.476547078229489,7.726291726343334
935,Kurt Zouma,33,2849,3,2.339608912356198,0,0.1828841548413038,16,4,3,0,D S,West Ham,3,2.339608912356198,3.844586410559714,3.714732094667852
1688,Andrew Robertson,23,1684,3,2.4325872622430325,2,6.65541476290673,12,62,2,0,D S,Liverpool,3,2.4325872622430325,15.87774301506579,10.361629979684947
1791,Trent Alexander-Arnold,28,2190,3,2.745258178561926,4,8.361615665256977,47,64,6,0,D S,Liverpool,3,2.745258178561926,19.35842103511095,14.500512413680552
3288,Thiago Silva,31,2530,3,0.7915211245417595,1,1.4041369603946805,14,9,4,0,D S,Chelsea,3,0.7915211245417595,14.303374078124762,14.190275978296995
3300,Christopher Nkunku,11,416,3,2.412173550575972,0,0.2275804504752159,16,3,0,0,F M S,Chelsea,3,2.4121735505759716,4.83782403729856,2.7286274563521147
5613,Gabriel,36,3050,3,4.025354804471135,0,0.8747859355062246,31,3,4,0,D S,Arsenal,3,4.025354804471135,13.232404409907758,12.333239757455884
6048,Lewis Dunk,33,2895,3,2.9649088978767395,1,1.1697372319176793,34,13,7,1,D,Brighton,3,2.9649088978767395,13.593212680891156,13.529502967372537
6049,Solly March,7,571,3,2.7198847085237503,1,0.9913322664797306,14,7,1,0,D M,Brighton,3,2.7198847085237503,4.9072911739349365,2.40057972073555
6063,Jacob Murphy,21,1216,3,2.8978680092841387,7,5.225788880139589,30,31,1,0,D F M S,Newcastle United,3,2.8978680092841387,11.551701165735722,4.93473332002759
6756,Dwight McNeil,35,2914,3,3.64070400595665,6,10.325187070295216,57,69,2,0,D M S,Everton,3,3.64070400595665,14.694117410108449,5.355050271376967
6912,Pedro Porro,35,3101,3,2.83508870145306,7,7.285218555480242,53,52,3,0,D,Tottenham,3,2.83508870145306,20.235827142372727,15.794150441884996
7166,Mathias Jensen,32,2294,3,0.689183003269136,3,4.908007476478815,14,41,5,0,M S,Brentford,3,0.689183003269136,11.096407827921212,9.512499671429396
7420,Miguel Almirón,33,1967,3,5.132560992613435,1,3.0761873684823517,41,25,2,0,F S,Newcastle United,3,5.132560992613435,12.225016118958592,5.606135703623295
7546,Harvey Elliott,34,1268,3,2.5765033923089504,6,4.262343382462859,49,36,2,0,F M S,Liverpool,3,2.5765033923089504,14.047137239947917,9.563051972538233
8476,Jarrad Branthwaite,35,3122,3,1.9108920088037848,0,0.9319860828109086,14,4,8,0,D,Everton,3,1.9108920088037848,6.321832184214145,6.261263381689787
8720,Jack Harrison,29,2229,3,4.149862082675099,3,4.3471535332500935,34,27,1,0,M S,Everton,3,4.149862082675099,8.462419219315052,2.3600274678319693
8756,Dara O&#039;Shea,33,2899,3,0.9073518002405764,4,1.6444027656689286,19,13,5,1,D S,Burnley,3,0.9073518002405763,4.856452916748822,4.503178563900292
8981,Jéremy Doku,29,1616,3,3.76985201984644,8,5.476052410900593,56,45,3,0,D M S,Manchester City,3,3.7698520198464394,14.622362297028303,7.702265929430723
